producto,ciudad,2020,2022,2023,2024,2025
Zanahoria,"BOGOTÁ, D.C.",,17.176940028347044,-0.6845980570556409,40.83104149786379,-24.675570069594887
Zanahoria,BUCARAMANGA,,20.017423258103495,1.5592763225062756,7.543189069029732,-20.835185295363157
Zanahoria,CALI,,21.403314480085434,3.3767101723842785,20.697224411836036,-18.35251403652395
Zanahoria,CARTAGENA DE INDIAS,,20.121147769576165,7.215538011045619,23.907067976268912,-22.79425977659789
Zanahoria,CÚCUTA,,14.06883497514162,-100.0,,
Zanahoria,IBAGUÉ,,19.805501994631424,-5.1754662555909885,34.210743460681584,-12.434387488472186
Zanahoria,MANIZALES,,-100.0,,,
Zanahoria,MEDELLÍN,,73.42313347883385,-25.977756633842773,43.508410940234896,-11.239595553321035
Zanahoria,MONTERÍA,,55.414732025338424,-16.782602415822456,39.84107231130509,-5.58820621060635
Zanahoria,NEIVA,,15.055052387469825,-5.546077158684659,33.1141717942117,-16.91644222397618
Zanahoria,PASTO,,30.904675406074023,-11.20598172756071,4.493176367322582,9.479855948499516
Zanahoria,POPAYÁN,,42.139186773905294,-6.684147568125464,-1.6644593310304212,13.066118233929892
Zanahoria,SAN JOSÉ DE CÚCUTA,,inf,-29.464289102781592,44.32217853709308,-19.182975329216355
Zanahoria,SANTA MARTA,,11.945555955491782,4.849192925038537,14.338102397522068,-19.004903666955986
Zanahoria,SINCELEJO,,65.51672819600954,-17.17483905161562,33.85201147525814,-7.458826666759633
Zanahoria,TUNJA,,7.958816380390132,3.6502026021221434,31.377543417206375,-27.540804988295196
Zanahoria,VALLEDUPAR,,13.000524588115647,3.9772271035219076,12.245421994492078,-16.793443064695968
Zanahoria,VILLAVICENCIO,,9.89003425620707,-3.195716993287212,34.91648085613057,-15.548026555139838
