producto,ciudad,mes,precioPromedio
cebolla junca,"bogotá, d.c.",8,2487.2156862745096
cebolla junca,"bogotá, d.c.",9,2351.3555555555554
cebolla junca,"bogotá, d.c.",10,1811.32
cebolla junca,"bogotá, d.c.",11,1742.6829268292684
cebolla junca,"bogotá, d.c.",12,2200.675675675676
cebolla junca,bucaramanga,1,2147.3333333333335
cebolla junca,bucaramanga,2,2254.1666666666665
cebolla junca,bucaramanga,3,2456.8076923076924
cebolla junca,bucaramanga,4,1961.391304347826
cebolla junca,bucaramanga,5,1460.7083333333333
cebolla junca,bucaramanga,6,1235.75
cebolla junca,bucaramanga,7,1294.05
cebolla junca,bucaramanga,8,1334.875
cebolla junca,bucaramanga,9,1630.2608695652175
cebolla junca,bucaramanga,10,1546.3809523809523
cebolla junca,bucaramanga,11,1490.0588235294117
cebolla junca,bucaramanga,12,1685.6666666666667
cebolla junca,cali,1,1957.642857142857
cebolla junca,cali,2,1900.4583333333333
cebolla junca,cali,3,1894.0416666666667
cebolla junca,cali,4,1922.888888888889
cebolla junca,cali,5,1895.5
cebolla junca,cali,6,1780.1818181818182
cebolla junca,cali,7,1778.8
cebolla junca,cali,8,1835.6153846153845
cebolla junca,cali,9,1647.3793103448277
cebolla junca,cali,10,1285.9615384615386
cebolla junca,cali,11,995.35
cebolla junca,cali,12,1525.375
cebolla junca,cúcuta,2,1381.5
cebolla junca,cúcuta,3,1643.6153846153845
cebolla junca,cúcuta,4,1437.090909090909
cebolla junca,cúcuta,5,1536.6
cebolla junca,cúcuta,6,1263.2222222222222
cebolla junca,cúcuta,7,1377.1666666666667
cebolla junca,cúcuta,8,1474.0
cebolla junca,cúcuta,9,1559.5555555555557
cebolla junca,cúcuta,10,1549.3333333333333
cebolla junca,cúcuta,11,1386.9166666666667
cebolla junca,cúcuta,12,1059.3333333333333
cebolla junca,manizales,1,2530.3333333333335
cebolla junca,manizales,2,2953.25
cebolla junca,manizales,3,2336.8888888888887
cebolla junca,manizales,4,2194.6
cebolla junca,manizales,5,2050.6
cebolla junca,manizales,6,2333.0
cebolla junca,manizales,7,2348.8333333333335
cebolla junca,manizales,8,2319.8888888888887
cebolla junca,manizales,9,2327.375
cebolla junca,manizales,10,2015.142857142857
cebolla junca,manizales,11,1714.2857142857142
cebolla junca,manizales,12,2200.777777777778
cebolla junca,medellín,1,2731.8518518518517
cebolla junca,medellín,2,2601.372549019608
cebolla junca,medellín,3,2241.2444444444445
cebolla junca,medellín,4,2170.488888888889
cebolla junca,medellín,5,1846.7777777777778
cebolla junca,medellín,6,1917.1
cebolla junca,medellín,7,1970.65625
cebolla junca,medellín,8,2216.1176470588234
cebolla junca,medellín,9,2048.5555555555557
cebolla junca,medellín,10,2011.7428571428572
cebolla junca,medellín,11,2473.125
cebolla junca,medellín,12,2602.59375
cebolla junca,montería,1,1805.6666666666667
cebolla junca,montería,2,1689.5294117647059
cebolla junca,montería,3,1832.4545454545455
cebolla junca,montería,4,1894.090909090909
cebolla junca,montería,5,1703.4666666666667
cebolla junca,montería,6,1681.0
cebolla junca,montería,7,1488.2666666666667
cebolla junca,montería,8,1418.3684210526317
cebolla junca,montería,9,1620.1333333333334
cebolla junca,montería,10,1701.3684210526317
cebolla junca,montería,11,1629.6666666666667
cebolla junca,montería,12,1991.0
cebolla junca,neiva,1,2114.8
cebolla junca,neiva,2,2398.705882352941
cebolla junca,neiva,3,2938.0
cebolla junca,neiva,4,2061.681818181818
cebolla junca,neiva,5,2006.1764705882354
cebolla junca,neiva,6,2028.3181818181818
cebolla junca,neiva,7,1846.5882352941176
cebolla junca,neiva,8,2130.764705882353
cebolla junca,neiva,9,2066.722222222222
cebolla junca,neiva,10,1603.0
cebolla junca,neiva,11,1490.0588235294117
cebolla junca,neiva,12,2021.0
cebolla junca,pasto,1,1911.090909090909
cebolla junca,pasto,2,2068.5263157894738
cebolla junca,pasto,3,1814.7727272727273
cebolla junca,pasto,4,1965.0
cebolla junca,pasto,5,1736.15
cebolla junca,pasto,6,1605.3157894736842
cebolla junca,pasto,7,1620.095238095238
cebolla junca,pasto,8,1711.1739130434783
cebolla junca,pasto,9,1481.608695652174
cebolla junca,pasto,10,1191.1
cebolla junca,pasto,11,1051.7
cebolla junca,pasto,12,1490.0
cebolla junca,pereira,1,2086.4444444444443
cebolla junca,pereira,2,1837.84
cebolla junca,pereira,3,1575.6666666666667
cebolla junca,pereira,4,1589.0
cebolla junca,pereira,5,1648.925
cebolla junca,pereira,6,1946.7428571428572
cebolla junca,pereira,7,2049.777777777778
cebolla junca,pereira,8,1992.3589743589744
cebolla junca,pereira,9,1861.608695652174
cebolla junca,pereira,10,1550.909090909091
cebolla junca,pereira,11,1323.054054054054
cebolla junca,pereira,12,1777.1515151515152
cebolla junca,popayán,1,2255.6
cebolla junca,popayán,2,2353.6666666666665
cebolla junca,popayán,3,2314.0
cebolla junca,popayán,4,2422.2
cebolla junca,popayán,5,2011.1666666666667
cebolla junca,popayán,6,1982.3
cebolla junca,popayán,7,1881.909090909091
cebolla junca,popayán,8,1959.111111111111
cebolla junca,popayán,9,1720.8
cebolla junca,popayán,10,1562.5
cebolla junca,popayán,11,1247.4545454545455
cebolla junca,popayán,12,1506.6
cebolla junca,san josé de cúcuta,1,2276.4117647058824
cebolla junca,san josé de cúcuta,2,2586.1875
cebolla junca,san josé de cúcuta,3,2982.6
cebolla junca,san josé de cúcuta,4,2281.5263157894738
cebolla junca,san josé de cúcuta,5,1384.6842105263158
cebolla junca,san josé de cúcuta,6,951.1818181818181
cebolla junca,san josé de cúcuta,7,1431.3333333333333
cebolla junca,san josé de cúcuta,8,1599.909090909091
cebolla junca,san josé de cúcuta,9,1785.857142857143
cebolla junca,san josé de cúcuta,10,1632.6923076923076
cebolla junca,san josé de cúcuta,11,1375.5625
cebolla junca,san josé de cúcuta,12,1699.357142857143
cebolla junca,sincelejo,1,1536.0
cebolla junca,sincelejo,2,1183.3333333333333
cebolla junca,sincelejo,3,1582.2222222222222
cebolla junca,sincelejo,4,1448.1818181818182
cebolla junca,sincelejo,5,1354.6153846153845
cebolla junca,sincelejo,6,1512.6666666666667
cebolla junca,sincelejo,7,1162.9411764705883
cebolla junca,sincelejo,8,1027.7777777777778
cebolla junca,sincelejo,9,1245.0
cebolla junca,sincelejo,10,1333.076923076923
cebolla junca,sincelejo,11,1212.7272727272727
cebolla junca,sincelejo,12,1586.0
cebolla junca,tunja,1,2180.714285714286
cebolla junca,tunja,2,1915.2307692307693
cebolla junca,tunja,3,2630.285714285714
cebolla junca,tunja,4,2124.608695652174
cebolla junca,tunja,5,1821.4
cebolla junca,tunja,6,1797.7222222222222
cebolla junca,tunja,7,1795.3333333333333
cebolla junca,tunja,8,2120.9285714285716
cebolla junca,tunja,9,1911.9333333333334
cebolla junca,tunja,10,1585.15
cebolla junca,tunja,11,1495.2142857142858
cebolla junca,tunja,12,1732.5
cebolla junca,villavicencio,1,2732.1428571428573
cebolla junca,villavicencio,2,2801.3076923076924
cebolla junca,villavicencio,3,3306.294117647059
cebolla junca,villavicencio,4,2399.0526315789475
cebolla junca,villavicencio,5,2298.25
cebolla junca,villavicencio,6,2242.125
cebolla junca,villavicencio,7,2169.5
cebolla junca,villavicencio,8,2437.5714285714284
cebolla junca,villavicencio,9,2305.0
cebolla junca,villavicencio,10,2075.85
cebolla junca,villavicencio,11,1807.5625
cebolla junca,villavicencio,12,2308.4
chócolo mazorca,armenia,1,1036.0
chócolo mazorca,armenia,2,919.75
chócolo mazorca,armenia,3,943.0
chócolo mazorca,armenia,4,1021.4
chócolo mazorca,armenia,5,993.7777777777778
chócolo mazorca,armenia,6,900.0
chócolo mazorca,armenia,7,880.25
chócolo mazorca,armenia,8,858.6
chócolo mazorca,armenia,9,845.3333333333334
chócolo mazorca,armenia,10,928.75
chócolo mazorca,armenia,11,948.125
chócolo mazorca,armenia,12,896.5
chócolo mazorca,barranquilla,2,1095.3333333333333
chócolo mazorca,barranquilla,3,899.1666666666666
chócolo mazorca,barranquilla,4,761.5
chócolo mazorca,barranquilla,5,689.0
chócolo mazorca,barranquilla,6,1061.4
chócolo mazorca,barranquilla,7,614.8571428571429
chócolo mazorca,barranquilla,8,531.0
chócolo mazorca,barranquilla,9,634.6666666666666
chócolo mazorca,barranquilla,10,884.0
chócolo mazorca,barranquilla,11,878.4
chócolo mazorca,barranquilla,12,704.0
chócolo mazorca,"bogotá, d.c.",1,1477.8076923076924
chócolo mazorca,"bogotá, d.c.",2,1927.3809523809523
chócolo mazorca,"bogotá, d.c.",3,2016.1860465116279
chócolo mazorca,"bogotá, d.c.",4,2457.2978723404253
chócolo mazorca,"bogotá, d.c.",5,2674.9574468085107
chócolo mazorca,"bogotá, d.c.",6,1787.7954545454545
chócolo mazorca,"bogotá, d.c.",7,1354.2
chócolo mazorca,"bogotá, d.c.",8,1529.2926829268292
chócolo mazorca,"bogotá, d.c.",9,1422.775
chócolo mazorca,"bogotá, d.c.",10,1330.5128205128206
chócolo mazorca,"bogotá, d.c.",11,1475.9791666666667
chócolo mazorca,"bogotá, d.c.",12,1837.857142857143
chócolo mazorca,bucaramanga,1,1250.142857142857
chócolo mazorca,bucaramanga,2,1280.8666666666666
chócolo mazorca,bucaramanga,3,1310.5
chócolo mazorca,bucaramanga,4,1479.3125
chócolo mazorca,bucaramanga,5,1254.5833333333333
chócolo mazorca,bucaramanga,6,1269.5
chócolo mazorca,bucaramanga,7,1044.5
chócolo mazorca,bucaramanga,8,853.3333333333334
chócolo mazorca,bucaramanga,9,1150.9583333333333
chócolo mazorca,bucaramanga,10,1182.3125
chócolo mazorca,bucaramanga,11,1055.888888888889
chócolo mazorca,bucaramanga,12,1088.076923076923
chócolo mazorca,cali,1,1501.8235294117646
chócolo mazorca,cali,2,1468.3225806451612
chócolo mazorca,cali,3,1545.7878787878788
chócolo mazorca,cali,4,1327.7058823529412
chócolo mazorca,cali,5,999.9583333333334
chócolo mazorca,cali,6,840.0
chócolo mazorca,cali,7,1017.56
chócolo mazorca,cali,8,1128.0
chócolo mazorca,cali,9,1254.0
chócolo mazorca,cali,10,1710.1666666666667
chócolo mazorca,cali,11,1194.76
chócolo mazorca,cali,12,865.1818181818181
chócolo mazorca,cartagena de indias,1,1267.857142857143
chócolo mazorca,cartagena de indias,2,1402.7142857142858
chócolo mazorca,cartagena de indias,3,1594.7222222222222
chócolo mazorca,cartagena de indias,4,1265.0625
chócolo mazorca,cartagena de indias,5,1381.4
chócolo mazorca,cartagena de indias,6,1175.0588235294117
chócolo mazorca,cartagena de indias,7,913.5882352941177
chócolo mazorca,cartagena de indias,8,896.5454545454545
chócolo mazorca,cartagena de indias,9,1118.8235294117646
chócolo mazorca,cartagena de indias,10,1468.642857142857
chócolo mazorca,cartagena de indias,11,1144.4
chócolo mazorca,cartagena de indias,12,991.6923076923077
chócolo mazorca,cúcuta,2,1231.0
chócolo mazorca,cúcuta,3,1419.2857142857142
chócolo mazorca,cúcuta,4,1284.4615384615386
chócolo mazorca,cúcuta,5,980.0
chócolo mazorca,cúcuta,6,1114.857142857143
chócolo mazorca,cúcuta,7,1086.7142857142858
chócolo mazorca,cúcuta,8,1154.6
chócolo mazorca,cúcuta,9,1159.9333333333334
chócolo mazorca,cúcuta,10,1039.5
chócolo mazorca,cúcuta,11,1165.357142857143
chócolo mazorca,cúcuta,12,798.0
chócolo mazorca,ibagué,1,1358.3846153846155
chócolo mazorca,ibagué,2,1686.909090909091
chócolo mazorca,ibagué,3,1774.4545454545455
chócolo mazorca,ibagué,4,1883.3846153846155
chócolo mazorca,ibagué,5,2078.2727272727275
chócolo mazorca,ibagué,6,1785.1538461538462
chócolo mazorca,ibagué,7,1642.75
chócolo mazorca,ibagué,8,1633.9375
chócolo mazorca,ibagué,9,1444.9333333333334
chócolo mazorca,ibagué,10,1381.6666666666667
chócolo mazorca,ibagué,11,1639.4545454545455
chócolo mazorca,ibagué,12,1532.5
chócolo mazorca,manizales,1,1180.0
chócolo mazorca,manizales,2,1000.0
chócolo mazorca,manizales,3,1100.0
chócolo mazorca,manizales,4,1125.0
chócolo mazorca,manizales,6,872.1666666666666
chócolo mazorca,manizales,7,700.0
chócolo mazorca,manizales,8,1012.5
chócolo mazorca,manizales,9,750.0
chócolo mazorca,manizales,10,994.5
chócolo mazorca,manizales,11,876.6
chócolo mazorca,manizales,12,1072.1666666666667
chócolo mazorca,medellín,1,1600.111111111111
chócolo mazorca,medellín,2,1239.4615384615386
chócolo mazorca,medellín,3,1819.65
chócolo mazorca,medellín,4,1845.909090909091
chócolo mazorca,medellín,5,1264.6666666666667
chócolo mazorca,medellín,6,1584.5
chócolo mazorca,medellín,7,1229.8
chócolo mazorca,medellín,8,1090.909090909091
chócolo mazorca,medellín,9,1409.1666666666667
chócolo mazorca,medellín,10,1267.1818181818182
chócolo mazorca,medellín,11,1343.6
chócolo mazorca,medellín,12,1579.857142857143
chócolo mazorca,montería,1,1172.2222222222222
chócolo mazorca,montería,2,1096.111111111111
chócolo mazorca,montería,3,1038.0
chócolo mazorca,montería,4,942.8571428571429
chócolo mazorca,montería,5,1130.0
chócolo mazorca,montería,6,1149.142857142857
chócolo mazorca,montería,7,877.0
chócolo mazorca,montería,8,884.0
chócolo mazorca,montería,9,1076.1538461538462
chócolo mazorca,montería,10,1028.1818181818182
chócolo mazorca,montería,11,977.5
chócolo mazorca,montería,12,918.125
chócolo mazorca,neiva,1,1258.2
chócolo mazorca,neiva,2,1453.6666666666667
chócolo mazorca,neiva,3,1424.3125
chócolo mazorca,neiva,4,1638.3
chócolo mazorca,neiva,5,1810.3529411764705
chócolo mazorca,neiva,6,1364.0588235294117
chócolo mazorca,neiva,7,1112.2941176470588
chócolo mazorca,neiva,8,1278.95
chócolo mazorca,neiva,9,1219.5555555555557
chócolo mazorca,neiva,10,1106.888888888889
chócolo mazorca,neiva,11,1212.3181818181818
chócolo mazorca,neiva,12,1356.3846153846155
chócolo mazorca,pasto,1,1290.1904761904761
chócolo mazorca,pasto,2,874.925925925926
chócolo mazorca,pasto,3,925.4285714285714
chócolo mazorca,pasto,4,1021.2272727272727
chócolo mazorca,pasto,5,868.8181818181819
chócolo mazorca,pasto,6,717.5454545454545
chócolo mazorca,pasto,7,700.7857142857143
chócolo mazorca,pasto,8,1009.5384615384615
chócolo mazorca,pasto,9,1199.7857142857142
chócolo mazorca,pasto,10,1416.35
chócolo mazorca,pasto,11,1247.0666666666666
chócolo mazorca,pasto,12,1214.0666666666666
chócolo mazorca,popayán,1,894.0
chócolo mazorca,popayán,2,835.0
chócolo mazorca,popayán,3,754.8
chócolo mazorca,popayán,4,805.3333333333334
chócolo mazorca,popayán,5,723.9090909090909
chócolo mazorca,popayán,6,802.5
chócolo mazorca,popayán,7,797.8
chócolo mazorca,popayán,8,835.75
chócolo mazorca,popayán,9,699.0
chócolo mazorca,popayán,10,740.125
chócolo mazorca,popayán,11,778.25
chócolo mazorca,popayán,12,584.0
chócolo mazorca,san josé de cúcuta,1,1641.3809523809523
chócolo mazorca,san josé de cúcuta,2,1765.6
chócolo mazorca,san josé de cúcuta,3,1695.2857142857142
chócolo mazorca,san josé de cúcuta,4,1665.4444444444443
chócolo mazorca,san josé de cúcuta,5,1450.5454545454545
chócolo mazorca,san josé de cúcuta,6,1689.8333333333333
chócolo mazorca,san josé de cúcuta,7,1317.5
chócolo mazorca,san josé de cúcuta,8,1284.9166666666667
chócolo mazorca,san josé de cúcuta,9,1243.8181818181818
chócolo mazorca,san josé de cúcuta,10,1305.909090909091
chócolo mazorca,san josé de cúcuta,11,1335.2307692307693
chócolo mazorca,san josé de cúcuta,12,1421.6363636363637
chócolo mazorca,santa marta,1,1950.0
chócolo mazorca,santa marta,2,2040.0
chócolo mazorca,santa marta,3,1980.0
chócolo mazorca,santa marta,4,1816.6666666666667
chócolo mazorca,santa marta,10,1000.0
chócolo mazorca,santa marta,11,1750.0
chócolo mazorca,santa marta,12,1570.0
chócolo mazorca,sincelejo,1,1312.5
chócolo mazorca,sincelejo,2,1266.6666666666667
chócolo mazorca,sincelejo,3,1291.6666666666667
chócolo mazorca,sincelejo,4,1045.0
chócolo mazorca,sincelejo,5,1045.6666666666667
chócolo mazorca,sincelejo,6,1072.4545454545455
chócolo mazorca,sincelejo,7,764.75
chócolo mazorca,sincelejo,8,905.5555555555555
chócolo mazorca,sincelejo,9,851.625
chócolo mazorca,sincelejo,10,1213.6666666666667
chócolo mazorca,sincelejo,11,941.8461538461538
chócolo mazorca,sincelejo,12,1075.0
chócolo mazorca,tunja,1,1389.6923076923076
chócolo mazorca,tunja,2,1582.9166666666667
chócolo mazorca,tunja,3,1863.2
chócolo mazorca,tunja,4,1938.125
chócolo mazorca,tunja,5,2049.4375
chócolo mazorca,tunja,6,1676.142857142857
chócolo mazorca,tunja,7,1258.047619047619
chócolo mazorca,tunja,8,1371.6666666666667
chócolo mazorca,tunja,9,1196.125
chócolo mazorca,tunja,10,1150.5384615384614
chócolo mazorca,tunja,11,1150.9285714285713
chócolo mazorca,tunja,12,1154.7
chócolo mazorca,valledupar,1,1919.7272727272727
chócolo mazorca,valledupar,2,1668.6923076923076
chócolo mazorca,valledupar,3,1655.0
chócolo mazorca,valledupar,4,1474.75
chócolo mazorca,valledupar,5,1176.7857142857142
chócolo mazorca,valledupar,6,1388.5625
chócolo mazorca,valledupar,7,1124.0
chócolo mazorca,valledupar,8,1241.0714285714287
chócolo mazorca,valledupar,9,1165.1875
chócolo mazorca,valledupar,10,1250.125
chócolo mazorca,valledupar,11,1108.25
chócolo mazorca,valledupar,12,1125.0
chócolo mazorca,villavicencio,1,1714.2857142857142
chócolo mazorca,villavicencio,2,2246.6666666666665
chócolo mazorca,villavicencio,3,2356.6666666666665
chócolo mazorca,villavicencio,4,2191.714285714286
chócolo mazorca,villavicencio,5,2651.3125
chócolo mazorca,villavicencio,6,1910.1
chócolo mazorca,villavicencio,7,1606.9
chócolo mazorca,villavicencio,8,1827.357142857143
chócolo mazorca,villavicencio,9,1764.2
chócolo mazorca,villavicencio,10,1589.764705882353
chócolo mazorca,villavicencio,11,1802.6842105263158
chócolo mazorca,villavicencio,12,1864.4615384615386
coco,armenia,1,4991.0
coco,armenia,2,4177.857142857143
coco,armenia,3,3679.4285714285716
coco,armenia,4,3881.3333333333335
coco,armenia,5,3000.0
coco,armenia,7,3311.0
coco,armenia,8,3855.5
coco,armenia,12,4449.0
coco,barranquilla,1,6170.8125
coco,barranquilla,2,5031.913043478261
coco,barranquilla,3,5153.266666666666
coco,barranquilla,4,5449.95
coco,barranquilla,5,4410.636363636364
coco,barranquilla,6,4686.75
coco,barranquilla,7,5121.470588235294
coco,barranquilla,8,5083.375
coco,barranquilla,9,4464.833333333333
coco,barranquilla,10,4924.181818181818
coco,barranquilla,11,4691.5
coco,barranquilla,12,6031.0
coco,"bogotá, d.c.",1,6340.4
coco,"bogotá, d.c.",2,5545.419354838709
coco,"bogotá, d.c.",3,5200.547619047619
coco,"bogotá, d.c.",4,5317.653846153846
coco,"bogotá, d.c.",5,4443.115384615385
coco,"bogotá, d.c.",6,4442.173913043478
coco,"bogotá, d.c.",7,4265.375
coco,"bogotá, d.c.",8,4430.545454545455
coco,"bogotá, d.c.",9,4671.117647058823
coco,"bogotá, d.c.",10,5091.619047619048
coco,"bogotá, d.c.",11,4498.9375
coco,"bogotá, d.c.",12,4986.0
coco,cali,1,3514.375
coco,cali,2,3144.769230769231
coco,cali,3,3232.375
coco,cali,4,3250.8846153846152
coco,cali,5,2819.9615384615386
coco,cali,6,2890.681818181818
coco,cali,7,2945.2608695652175
coco,cali,8,2920.4074074074074
coco,cali,9,3077.68
coco,cali,10,3184.56
coco,cali,11,3008.1
coco,cali,12,3388.190476190476
coco,cartagena de indias,1,5425.0
coco,cartagena de indias,2,5300.583333333333
coco,cartagena de indias,3,4674.666666666667
coco,cartagena de indias,4,4966.384615384615
coco,cartagena de indias,5,4414.142857142857
coco,cartagena de indias,6,4449.6
coco,cartagena de indias,7,5018.727272727273
coco,cartagena de indias,8,5168.444444444444
coco,cartagena de indias,9,5094.444444444444
coco,cartagena de indias,10,5735.0
coco,cartagena de indias,11,5513.933333333333
coco,cartagena de indias,12,5634.0
coco,manizales,1,6111.333333333333
coco,manizales,2,3832.2
coco,manizales,3,3767.0
coco,manizales,4,4294.5
coco,manizales,5,3447.75
coco,manizales,6,3718.6666666666665
coco,manizales,7,4449.0
coco,manizales,8,3078.0
coco,manizales,9,3409.5
coco,manizales,11,3738.3333333333335
coco,manizales,12,5968.0
coco,medellín,1,7870.95
coco,medellín,2,7386.083333333333
coco,medellín,3,6046.666666666667
coco,medellín,4,8081.8
coco,medellín,5,6687.111111111111
coco,medellín,6,6609.222222222223
coco,medellín,7,6311.111111111111
coco,medellín,8,7912.928571428572
coco,medellín,9,9290.74074074074
coco,medellín,10,9246.0
coco,medellín,11,10569.333333333334
coco,medellín,12,10001.227272727272
coco,montería,1,5466.75
coco,montería,2,4745.333333333333
coco,montería,3,4612.5
coco,montería,4,4831.0
coco,montería,5,4513.666666666667
coco,montería,6,4365.625
coco,montería,7,4091.6666666666665
coco,montería,8,3866.6666666666665
coco,montería,9,4700.0
coco,montería,10,4900.555555555556
coco,montería,11,5250.0
coco,montería,12,5142.5
coco,pereira,1,5459.222222222223
coco,pereira,2,3966.5833333333335
coco,pereira,3,3449.875
coco,pereira,4,5016.75
coco,pereira,5,3774.0
coco,pereira,6,3244.3333333333335
coco,pereira,7,3877.75
coco,pereira,8,3824.6666666666665
coco,pereira,9,3466.5
coco,pereira,10,3133.0
coco,pereira,11,5127.75
coco,pereira,12,4885.714285714285
coco,sincelejo,1,5797.666666666667
coco,sincelejo,2,4874.6
coco,sincelejo,4,4892.0
coco,sincelejo,5,3763.0
coco,sincelejo,8,4253.0
coco,sincelejo,10,4896.5
coco,sincelejo,11,5181.5
coco,sincelejo,12,4980.0
coco,valledupar,2,3687.5
coco,valledupar,3,3550.0
coco,valledupar,5,3550.0
coco,valledupar,6,3655.0
coco,valledupar,7,3550.0
coco,valledupar,8,3925.0
coco,valledupar,9,5073.0
coco,valledupar,10,3641.6666666666665
coco,valledupar,11,3871.0
coco,valledupar,12,3575.0
granadilla,armenia,1,6044.333333333333
granadilla,armenia,2,6219.5
granadilla,armenia,3,7009.888888888889
granadilla,armenia,4,5384.875
granadilla,armenia,5,6549.142857142857
granadilla,armenia,6,5481.5
granadilla,armenia,7,5811.25
granadilla,armenia,8,5382.4
granadilla,armenia,9,6040.666666666667
granadilla,armenia,10,5435.777777777777
granadilla,armenia,11,5328.714285714285
granadilla,armenia,12,6633.25
granadilla,"bogotá, d.c.",1,8754.193548387097
granadilla,"bogotá, d.c.",2,8612.698113207547
granadilla,"bogotá, d.c.",3,7528.8387096774195
granadilla,"bogotá, d.c.",4,5912.2962962962965
granadilla,"bogotá, d.c.",5,5509.944444444444
granadilla,"bogotá, d.c.",6,8724.76923076923
granadilla,"bogotá, d.c.",7,8363.160714285714
granadilla,"bogotá, d.c.",8,6402.119047619048
granadilla,"bogotá, d.c.",9,5748.102564102564
granadilla,"bogotá, d.c.",10,5306.84375
granadilla,"bogotá, d.c.",11,5261.813953488372
granadilla,"bogotá, d.c.",12,5617.210526315789
granadilla,bucaramanga,1,9294.142857142857
granadilla,bucaramanga,2,8955.947368421053
granadilla,bucaramanga,3,7780.37037037037
granadilla,bucaramanga,4,6541.0
granadilla,bucaramanga,5,6605.666666666667
granadilla,bucaramanga,6,7971.4
granadilla,bucaramanga,7,7961.764705882353
granadilla,bucaramanga,8,6588.357142857143
granadilla,bucaramanga,9,6214.1875
granadilla,bucaramanga,10,5816.545454545455
granadilla,bucaramanga,11,6268.545454545455
granadilla,bucaramanga,12,6701.0
granadilla,cali,1,7442.307692307692
granadilla,cali,2,7116.238095238095
granadilla,cali,3,6804.928571428572
granadilla,cali,4,5823.0
granadilla,cali,5,4949.76
granadilla,cali,6,6775.066666666667
granadilla,cali,7,7686.782608695652
granadilla,cali,8,6123.741935483871
granadilla,cali,9,5534.586206896552
granadilla,cali,10,5153.782608695652
granadilla,cali,11,4663.961538461538
granadilla,cali,12,4804.85
granadilla,cúcuta,2,5357.2
granadilla,cúcuta,3,5565.5
granadilla,cúcuta,4,5161.428571428572
granadilla,cúcuta,5,5496.0
granadilla,cúcuta,6,5647.25
granadilla,cúcuta,7,5873.0
granadilla,cúcuta,8,4955.5
granadilla,cúcuta,9,4642.857142857143
granadilla,cúcuta,10,5982.25
granadilla,cúcuta,11,4196.5
granadilla,cúcuta,12,3660.75
granadilla,ibagué,1,5000.0
granadilla,ibagué,2,5924.4
granadilla,ibagué,3,4821.7
granadilla,ibagué,4,3821.3571428571427
granadilla,ibagué,5,3372.2
granadilla,ibagué,6,5000.0
granadilla,ibagué,7,5577.6
granadilla,ibagué,8,4277.1
granadilla,ibagué,9,3988.4615384615386
granadilla,ibagué,10,3846.0
granadilla,ibagué,11,3857.2
granadilla,ibagué,12,3731.5
granadilla,manizales,1,9366.6
granadilla,manizales,2,7812.625
granadilla,manizales,3,6437.5
granadilla,manizales,4,6499.75
granadilla,manizales,5,5111.0
granadilla,manizales,6,4555.5
granadilla,manizales,7,5278.0
granadilla,manizales,8,4677.6
granadilla,manizales,9,5275.428571428572
granadilla,manizales,10,4832.333333333333
granadilla,manizales,11,3930.285714285714
granadilla,manizales,12,6242.2
granadilla,medellín,1,7143.083333333333
granadilla,medellín,2,6808.421052631579
granadilla,medellín,3,6117.771428571428
granadilla,medellín,4,5187.357142857143
granadilla,medellín,5,5285.5
granadilla,medellín,6,7365.476190476191
granadilla,medellín,7,7485.45
granadilla,medellín,8,5493.195121951219
granadilla,medellín,9,5007.0
granadilla,medellín,10,5386.041666666667
granadilla,medellín,11,5301.36
granadilla,medellín,12,5099.76
granadilla,neiva,1,6455.5
granadilla,neiva,2,7888.666666666667
granadilla,neiva,3,6688.153846153846
granadilla,neiva,4,4379.75
granadilla,neiva,5,3782.25
granadilla,neiva,6,2974.0
granadilla,neiva,7,7166.5
granadilla,neiva,8,4841.666666666667
granadilla,neiva,9,4822.75
granadilla,neiva,10,4733.888888888889
granadilla,neiva,11,4005.5
granadilla,neiva,12,3235.4545454545455
granadilla,pasto,2,4667.0
granadilla,pasto,3,5542.0
granadilla,pasto,4,3953.8333333333335
granadilla,pasto,5,3361.5
granadilla,pasto,6,4333.5
granadilla,pasto,7,4250.0
granadilla,pasto,8,2637.5
granadilla,pasto,9,2159.75
granadilla,pasto,10,2500.0
granadilla,pasto,11,3369.0
granadilla,pasto,12,2522.25
granadilla,pereira,1,6981.444444444444
granadilla,pereira,2,6838.85
granadilla,pereira,3,7657.636363636364
granadilla,pereira,4,5242.857142857143
granadilla,pereira,5,6333.307692307692
granadilla,pereira,6,6480.0
granadilla,pereira,7,6818.136363636364
granadilla,pereira,8,5592.863636363636
granadilla,pereira,9,6204.636363636364
granadilla,pereira,10,5530.818181818182
granadilla,pereira,11,5250.6875
granadilla,pereira,12,5439.882352941177
granadilla,popayán,1,5366.5
granadilla,popayán,2,9108.0
granadilla,popayán,3,8063.428571428572
granadilla,popayán,4,6483.363636363636
granadilla,popayán,5,4870.181818181818
granadilla,popayán,6,5000.0
granadilla,popayán,7,5029.666666666667
granadilla,popayán,8,6530.466666666666
granadilla,popayán,9,4834.0
granadilla,popayán,10,5306.777777777777
granadilla,popayán,11,4772.333333333333
granadilla,popayán,12,4011.2
granadilla,san josé de cúcuta,1,7506.0
granadilla,san josé de cúcuta,2,8591.333333333334
granadilla,san josé de cúcuta,3,8362.875
granadilla,san josé de cúcuta,4,8353.166666666666
granadilla,san josé de cúcuta,5,7867.9
granadilla,san josé de cúcuta,6,6711.25
granadilla,san josé de cúcuta,7,6666.5
